timestamp,user,file_path,operation,file_size_kb,access_time_sec,privilege_level,source_ip,is_malicious
2025-04-22 06:27:23,admin001,/home/admin001/shared/ocbjlvdb.bat,open,8360.23,2.12,admin,203.0.113.5,0
2025-04-24 02:19:23,admin001,/home/admin001/desktop/gduwvawm.txt,read,6375.81,2.5,admin,192.168.1.101,0
2025-04-18 03:56:23,admin001,/home/admin001/desktop/psdgfznh.txt,delete,5706.49,2.18,guest,45.67.23.12,1
2025-04-20 11:47:23,user001,/home/user001/documents/tmxwkonj.sh,ransom_access,3736.98,2.89,guest,45.67.23.12,1
2025-04-29 00:39:23,user777,/home/user777/documents/uorurnwe.pdf,open,9447.92,2.26,admin,172.16.0.3,0
2025-04-18 00:21:23,user105,/home/user105/downloads/prltalbm.bat,ransom_access,3287.97,3.25,guest,203.0.113.5,1
2025-04-04 23:03:23,admin001,/home/admin001/shared/nyvaqnjw.xls,open,10110.41,0.27,admin,156.54.32.12,0
2025-04-24 19:38:23,admin001,/home/admin001/downloads/ebvhiybe.sh,close,5601.8,4.49,user,198.51.100.1,0
2025-04-28 10:23:23,user105,/home/user105/secure/dfnqkrmx.sh,close,5169.24,3.19,admin,156.54.32.12,0
2025-04-17 18:57:23,user023,/home/user023/secure/ynxifklb.pdf,exfiltrate,2413.05,4.57,user,156.54.32.12,1
2025-04-07 14:12:23,user777,/home/user777/secure/svxzlkim.bat,close,5532.71,2.88,user,10.0.0.2,0
2025-04-20 09:36:23,user023,/home/user023/desktop/lcjgzgqn.xls,execute,4964.04,2.06,guest,172.16.0.3,0
2025-04-03 18:58:23,user105,/home/user105/secure/ntqpldew.docx,open,9455.85,3.12,guest,203.0.113.5,0
2025-04-02 14:58:23,admin001,/home/admin001/shared/lsbzncup.docx,exfiltrate,9673.44,2.47,admin,172.16.0.3,1
2025-04-19 22:26:23,user105,/home/user105/secure/mnbalgva.xls,encrypt,2718.63,4.28,admin,156.54.32.12,1
2025-04-22 22:17:23,user001,/home/user001/downloads/wupzgkda.png,write,1705.49,2.48,user,156.54.32.12,0
2025-04-06 00:05:23,user001,/home/user001/shared/nphpiwvj.exe,execute,5716.55,1.34,guest,45.67.23.12,0
2025-04-03 17:46:23,user105,/home/user105/secure/juaeaynb.sh,read,6195.33,4.7,admin,198.51.100.1,0
2025-04-15 09:51:23,admin001,/home/admin001/secure/ruwqsgaa.txt,ransom_access,5540.62,0.83,admin,10.0.0.2,1
2025-04-18 13:13:23,user105,/home/user105/downloads/muuyslcz.bat,encrypt,6768.25,3.23,guest,10.0.0.2,1
2025-04-24 00:56:23,user105,/home/user105/shared/bcuxxdfn.png,delete,5636.25,2.6,admin,172.16.0.3,1
2025-04-01 18:06:23,user023,/home/user023/shared/tsamohip.txt,open,7319.29,4.73,admin,198.51.100.1,0
2025-04-26 14:48:23,user023,/home/user023/downloads/wnmzcjea.bat,exfiltrate,10024.19,2.91,admin,192.168.1.101,1
2025-04-04 19:55:23,user023,/home/user023/documents/bwgmjdyw.png,close,6714.44,1.13,user,203.0.113.5,0
2025-04-22 18:32:23,user023,/home/user023/shared/voxozuyq.pdf,ransom_access,10032.51,1.67,user,23.89.10.55,1
2025-04-09 21:54:23,user777,/home/user777/desktop/vgkjkozf.docx,close,324.55,2.03,admin,156.54.32.12,0
2025-03-30 18:59:23,guest998,/home/guest998/shared/mnxhevfz.pdf,close,2347.33,1.56,user,45.67.23.12,0
2025-04-02 06:18:23,admin001,/home/admin001/shared/duxzhxis.bat,exfiltrate,9242.43,3.43,admin,203.0.113.5,1
2025-04-08 20:45:23,user001,/home/user001/secure/avxowfcw.bat,overwrite,5047.01,3.19,guest,203.0.113.5,1
2025-04-10 13:09:23,admin001,/home/admin001/shared/yyernorh.png,exfiltrate,5348.23,0.78,admin,192.168.1.101,1
2025-04-27 17:39:23,user105,/home/user105/downloads/pquosebr.docx,read,9378.43,4.5,user,192.168.1.101,0
2025-04-26 11:19:23,guest998,/home/guest998/documents/idlovomy.pdf,delete,5811.78,2.01,guest,198.51.100.1,1
2025-04-22 10:03:23,guest998,/home/guest998/desktop/ssgdlhpa.bat,close,10150.13,0.64,user,192.168.1.101,0
2025-04-29 08:16:23,user105,/home/user105/shared/zvexcafx.sh,write,5848.53,1.35,user,203.0.113.5,0
2025-04-28 22:21:23,admin001,/home/admin001/downloads/dadxijes.bat,delete,6030.84,3.41,guest,203.0.113.5,1
2025-04-06 18:54:23,admin001,/home/admin001/secure/xymtlgbs.exe,close,1135.92,0.1,user,172.16.0.3,0
2025-04-30 06:10:23,guest998,/home/guest998/desktop/rynguwkc.exe,exfiltrate,6484.36,0.29,user,10.0.0.2,1
2025-04-28 02:10:23,user105,/home/user105/shared/lhcjskal.pdf,read,9200.75,2.06,admin,192.168.1.101,0
2025-04-03 11:33:23,user105,/home/user105/secure/hngtilqv.pdf,delete,5277.59,3.45,user,172.16.0.3,1
2025-04-28 10:40:23,guest998,/home/guest998/downloads/werqctoo.exe,ransom_access,2690.48,1.2,user,45.67.23.12,1
2025-04-08 04:10:23,user023,/home/user023/shared/jdlkqpjn.docx,overwrite,5879.11,3.33,guest,23.89.10.55,1
2025-04-11 01:08:23,user105,/home/user105/downloads/hpymcclc.sh,close,3.55,4.24,admin,10.0.0.2,0
2025-04-20 14:23:23,user023,/home/user023/documents/pcyunzxu.sh,open,6484.5,2.65,user,203.0.113.5,0
2025-04-23 09:11:23,user105,/home/user105/secure/onrqzjsi.bat,write,8618.84,2.85,guest,45.67.23.12,0
2025-04-23 18:18:23,admin001,/home/admin001/shared/ezhqiobr.jpg,ransom_access,9693.19,0.51,guest,23.89.10.55,1
2025-04-16 14:07:23,user001,/home/user001/documents/incgvbzi.jpg,exfiltrate,3031.06,3.18,admin,156.54.32.12,1
2025-04-14 23:15:23,user105,/home/user105/secure/yynzftgb.bat,execute,8493.61,4.99,admin,45.67.23.12,0
2025-04-12 12:10:23,user105,/home/user105/secure/jfhprsug.xls,write,1935.97,1.72,admin,203.0.113.5,0
2025-04-11 07:31:23,user105,/home/user105/documents/sntwqtuq.txt,ransom_access,5836.32,0.21,admin,192.168.1.101,1
2025-04-29 08:37:23,user777,/home/user777/documents/pkxtkqgb.xls,write,9489.09,1.62,guest,45.67.23.12,0
2025-04-05 07:42:23,user001,/home/user001/shared/crjhqqos.txt,read,3096.45,1.54,user,198.51.100.1,0
2025-04-01 17:55:23,guest998,/home/guest998/downloads/ofyfsldu.pdf,write,1271.09,3.95,admin,198.51.100.1,0
2025-04-23 18:31:23,user777,/home/user777/downloads/tirrfeap.xls,open,8105.67,4.98,user,23.89.10.55,0
2025-04-11 22:02:23,user777,/home/user777/secure/gfckapve.bat,open,2778.42,2.7,admin,203.0.113.5,0
2025-04-30 16:30:23,user023,/home/user023/desktop/hqlzzirv.sh,execute,3828.57,2.6,user,203.0.113.5,0
2025-04-13 19:54:23,admin001,/home/admin001/shared/unbfhytf.jpg,write,9118.52,0.39,admin,156.54.32.12,0
2025-04-21 09:46:23,admin001,/home/admin001/documents/kvmtvzoj.jpg,exfiltrate,1813.74,4.88,user,156.54.32.12,1
2025-04-04 16:49:23,user777,/home/user777/secure/jzjwuxxj.exe,execute,8155.05,3.18,admin,45.67.23.12,0
2025-04-12 22:53:23,guest998,/home/guest998/downloads/ygxsbkgl.jpg,read,5067.69,1.47,admin,192.168.1.101,0
2025-04-08 07:01:23,user023,/home/user023/documents/jshauvvo.txt,open,6793.4,0.43,admin,10.0.0.2,0
2025-04-06 18:41:23,guest998,/home/guest998/desktop/aedldptg.txt,open,7577.0,4.79,guest,156.54.32.12,0
2025-04-09 16:56:23,user777,/home/user777/desktop/rzgawddy.png,read,7671.29,4.02,admin,10.0.0.2,0
2025-04-03 12:05:23,user105,/home/user105/shared/mixdcfdm.txt,write,9801.19,3.98,guest,10.0.0.2,0
2025-04-01 06:54:23,admin001,/home/admin001/desktop/mdwddasp.pdf,write,2692.92,1.52,user,156.54.32.12,0
2025-04-03 21:20:23,user023,/home/user023/shared/incdgwly.docx,execute,9155.69,4.31,guest,203.0.113.5,0
2025-04-01 05:29:23,user777,/home/user777/shared/gwgduipk.pdf,close,1477.49,0.88,admin,156.54.32.12,0
2025-04-03 11:22:23,user105,/home/user105/downloads/fklecfwk.txt,read,1867.41,3.14,user,10.0.0.2,0
2025-04-25 15:20:23,user001,/home/user001/documents/rsmqlrwm.sh,open,7966.91,4.01,admin,172.16.0.3,0
2025-04-06 09:52:23,user001,/home/user001/desktop/vrxpzizc.pdf,exfiltrate,5850.62,1.63,admin,172.16.0.3,1
2025-04-16 17:35:23,user001,/home/user001/documents/vfhhaefm.bat,exfiltrate,1902.55,3.64,admin,172.16.0.3,1
2025-04-13 12:43:23,admin001,/home/admin001/secure/ttlmnuqm.exe,exfiltrate,9109.24,4.27,guest,45.67.23.12,1
2025-04-08 22:21:23,user777,/home/user777/documents/zjysunpa.exe,read,6017.71,0.86,guest,172.16.0.3,0
2025-04-21 15:32:23,admin001,/home/admin001/desktop/llowpxet.exe,write,9555.7,3.86,admin,192.168.1.101,0
2025-04-26 15:02:23,admin001,/home/admin001/downloads/yglledxh.jpg,delete,7735.52,4.54,admin,203.0.113.5,1
2025-04-07 02:12:23,user023,/home/user023/downloads/endzzroj.jpg,execute,2160.78,0.56,guest,45.67.23.12,0
2025-04-23 00:27:23,admin001,/home/admin001/downloads/wfegxtje.bat,open,2102.15,0.51,user,192.168.1.101,0
2025-04-18 11:58:23,user001,/home/user001/shared/aklhnnza.docx,open,6850.22,3.93,admin,23.89.10.55,0
2025-04-23 14:23:23,admin001,/home/admin001/secure/xwkvyvqw.jpg,encrypt,4018.76,4.79,admin,23.89.10.55,1
2025-04-25 04:46:23,user023,/home/user023/downloads/zzkntavm.exe,encrypt,8897.49,4.8,guest,203.0.113.5,1
2025-04-22 05:26:23,user777,/home/user777/documents/clwegili.sh,close,8549.5,2.36,guest,192.168.1.101,0
2025-04-18 11:15:23,user023,/home/user023/secure/czrerpak.jpg,execute,7490.11,2.03,user,45.67.23.12,0
2025-04-26 16:33:23,user023,/home/user023/shared/lasqiple.sh,write,5339.94,3.89,user,198.51.100.1,0
2025-04-25 06:48:23,user023,/home/user023/downloads/zisycpua.sh,read,2587.88,2.57,guest,192.168.1.101,0
2025-04-29 14:49:23,user105,/home/user105/shared/mwqiqumw.bat,encrypt,3104.53,3.79,user,203.0.113.5,1
2025-04-27 04:32:23,user001,/home/user001/desktop/tbfsewax.txt,open,9920.86,1.41,admin,203.0.113.5,0
2025-04-29 15:57:23,user001,/home/user001/shared/ujtizedp.bat,read,10129.9,3.34,admin,203.0.113.5,0
2025-04-20 02:08:23,user023,/home/user023/documents/ijxkehfw.exe,open,7386.26,1.44,admin,45.67.23.12,0
2025-04-16 18:31:23,user001,/home/user001/shared/zsjxfikx.exe,close,5757.14,3.22,user,45.67.23.12,0
2025-04-28 11:19:23,guest998,/home/guest998/documents/qrrqrchq.exe,exfiltrate,473.86,3.24,user,172.16.0.3,1
2025-04-13 14:55:23,user777,/home/user777/downloads/xnosizeq.docx,encrypt,5950.28,4.03,admin,198.51.100.1,1
2025-04-20 05:25:23,user105,/home/user105/shared/beqbczgc.bat,execute,173.23,4.67,user,203.0.113.5,0
2025-04-19 03:01:23,user777,/home/user777/desktop/obbdztpl.pdf,write,8708.83,2.09,user,45.67.23.12,0
2025-04-23 00:02:23,user777,/home/user777/shared/qrqjmnjg.bat,read,8009.78,4.39,user,192.168.1.101,0
2025-04-04 09:53:23,guest998,/home/guest998/downloads/qxssqpih.txt,write,1365.11,1.03,user,192.168.1.101,0
2025-04-22 11:30:23,admin001,/home/admin001/secure/lxyktcso.xls,delete,5783.05,2.03,admin,156.54.32.12,1
2025-04-11 18:11:23,guest998,/home/guest998/shared/gnbbidod.jpg,write,4949.73,3.21,guest,203.0.113.5,0
2025-04-22 11:35:23,user001,/home/user001/downloads/ejhqabaj.xls,close,145.29,0.31,user,23.89.10.55,0
2025-04-20 13:37:23,admin001,/home/admin001/desktop/sjztfzmh.docx,close,7282.32,0.08,user,192.168.1.101,0
2025-04-26 18:34:23,admin001,/home/admin001/documents/lyhlwhih.xls,execute,1028.62,3.99,user,192.168.1.101,0
2025-04-24 01:32:23,admin001,/home/admin001/documents/hfaykmge.bat,read,4710.93,3.65,user,45.67.23.12,0
2025-04-16 07:55:23,user777,/home/user777/shared/nifoxiuz.pdf,open,9957.35,3.47,admin,203.0.113.5,0
2025-04-26 20:47:23,admin001,/home/admin001/documents/ywbjhadl.txt,execute,1295.0,0.5,user,198.51.100.1,0
2025-04-16 13:15:23,user105,/home/user105/secure/eljyojus.bat,open,2120.49,2.6,admin,198.51.100.1,0
2025-04-20 01:17:23,admin001,/home/admin001/downloads/fgcftmov.xls,overwrite,2437.25,0.77,admin,23.89.10.55,1
2025-04-10 14:48:23,user023,/home/user023/secure/teumjjvw.txt,encrypt,4988.58,4.45,guest,45.67.23.12,1
2025-04-26 09:47:23,user001,/home/user001/shared/yirxsptz.sh,open,4347.64,3.02,guest,156.54.32.12,0
2025-04-05 14:34:23,user001,/home/user001/documents/kjkcfics.bat,open,392.32,4.59,admin,172.16.0.3,0
2025-04-28 04:52:23,guest998,/home/guest998/documents/kkdldkpb.bat,read,8205.29,0.69,guest,192.168.1.101,0
2025-04-12 08:57:23,user105,/home/user105/shared/ixednwta.pdf,execute,6608.14,0.24,user,10.0.0.2,0
2025-04-09 05:33:23,guest998,/home/guest998/downloads/knunjztu.txt,close,3305.31,3.05,user,23.89.10.55,0
2025-04-05 02:42:23,user777,/home/user777/documents/bsvczqro.txt,encrypt,2316.38,4.41,user,172.16.0.3,1
2025-04-20 18:37:23,user001,/home/user001/documents/fvujsqlb.sh,close,4751.05,0.76,user,45.67.23.12,0
2025-04-30 16:00:23,user001,/home/user001/downloads/qkqxixgy.xls,write,1384.87,2.19,admin,198.51.100.1,0
2025-04-28 14:50:23,user105,/home/user105/shared/mfuqdish.png,execute,6551.13,4.22,admin,198.51.100.1,0
2025-04-25 20:40:23,guest998,/home/guest998/secure/acptrovp.pdf,close,2364.04,1.26,user,10.0.0.2,0
2025-04-17 13:11:23,user777,/home/user777/documents/rigdjdkp.sh,close,6507.57,3.47,guest,172.16.0.3,0
2025-04-30 16:51:23,guest998,/home/guest998/documents/evujygpi.docx,open,5893.27,3.02,user,23.89.10.55,0
2025-04-15 22:31:23,guest998,/home/guest998/documents/qafxgrwm.docx,read,5426.56,1.12,admin,23.89.10.55,0
2025-04-25 07:35:23,user777,/home/user777/documents/irijcrpr.xls,open,3425.91,1.71,guest,192.168.1.101,0
2025-03-30 22:35:23,user023,/home/user023/desktop/vkqntfwz.jpg,delete,5635.8,3.2,admin,45.67.23.12,1
2025-04-17 15:35:23,admin001,/home/admin001/secure/fkirluyy.jpg,open,3422.61,2.66,admin,156.54.32.12,0
2025-04-17 09:59:23,user105,/home/user105/documents/ehlpgctd.sh,write,2599.45,1.44,admin,192.168.1.101,0
2025-04-07 17:04:23,user105,/home/user105/secure/zrwaashu.bat,write,1790.74,1.35,admin,172.16.0.3,0
2025-04-27 08:27:23,admin001,/home/admin001/desktop/pistwzdj.png,write,4776.73,1.34,user,172.16.0.3,0
2025-04-08 20:28:23,user001,/home/user001/shared/gknsgqxj.pdf,overwrite,8390.48,3.34,admin,192.168.1.101,1
2025-04-10 05:45:23,user001,/home/user001/downloads/xmudesjk.docx,exfiltrate,6542.28,0.71,admin,192.168.1.101,1
2025-04-19 16:48:23,user105,/home/user105/desktop/prrmhlkr.sh,close,4861.72,1.44,admin,198.51.100.1,0
2025-04-25 04:30:23,user023,/home/user023/desktop/jbxjnwcw.txt,delete,9422.18,3.64,user,23.89.10.55,1
2025-04-16 03:14:23,guest998,/home/guest998/secure/fmwywpzs.pdf,read,2530.07,0.5,user,198.51.100.1,0
2025-04-15 22:42:23,admin001,/home/admin001/shared/qhcbthlk.exe,open,1960.93,4.07,admin,172.16.0.3,0
2025-04-24 02:07:23,user777,/home/user777/desktop/tqmzewao.docx,read,5065.93,4.99,user,156.54.32.12,0
2025-04-12 17:34:23,admin001,/home/admin001/downloads/nkmzqjzi.txt,close,8570.22,1.75,guest,192.168.1.101,0
2025-04-06 12:48:23,user001,/home/user001/secure/sqteowqt.bat,execute,5118.37,0.45,admin,45.67.23.12,0
2025-04-25 01:54:23,admin001,/home/admin001/shared/rbritwgs.txt,encrypt,9733.77,2.29,user,198.51.100.1,1
2025-04-27 07:24:23,user105,/home/user105/secure/iedvtzfn.bat,execute,1695.75,1.45,admin,156.54.32.12,0
2025-04-28 17:07:23,guest998,/home/guest998/downloads/ojxypjxq.png,ransom_access,2705.05,2.47,guest,23.89.10.55,1
2025-04-18 19:36:23,user023,/home/user023/documents/bsfsyzeo.bat,write,6147.88,1.81,user,192.168.1.101,0
2025-04-30 13:39:23,guest998,/home/guest998/desktop/bwrotqdm.sh,overwrite,2431.62,4.6,admin,192.168.1.101,1
2025-04-01 00:59:23,admin001,/home/admin001/desktop/mksjtagf.png,close,8963.21,3.27,guest,203.0.113.5,0
2025-04-07 16:43:23,user001,/home/user001/shared/mtmpejkn.docx,encrypt,1710.38,4.66,user,203.0.113.5,1
2025-04-12 11:42:23,guest998,/home/guest998/secure/zqlndfip.pdf,execute,727.06,3.16,user,10.0.0.2,0
2025-04-24 01:20:23,guest998,/home/guest998/downloads/hkgsxlgg.exe,open,8963.64,3.37,guest,45.67.23.12,0
2025-04-18 04:33:23,guest998,/home/guest998/shared/ywxfzqsi.txt,execute,6636.37,2.9,user,10.0.0.2,0
2025-04-06 10:56:23,user105,/home/user105/documents/rmiuwnyn.txt,write,1115.89,1.21,guest,172.16.0.3,0
2025-04-12 21:52:23,user105,/home/user105/desktop/mfenizrx.bat,read,6114.34,1.94,user,156.54.32.12,0
2025-04-26 19:10:23,guest998,/home/guest998/downloads/dkpowgar.exe,write,2675.9,1.81,guest,23.89.10.55,0
2025-04-26 05:39:23,guest998,/home/guest998/downloads/kllzwnmz.sh,close,3835.61,0.35,user,172.16.0.3,0
2025-04-09 20:40:23,user001,/home/user001/documents/uzyyuelq.xls,close,8939.22,3.91,guest,192.168.1.101,0
2025-04-25 22:58:23,user001,/home/user001/secure/udztvcfd.sh,overwrite,2058.7,1.01,user,203.0.113.5,1
2025-04-23 02:22:23,user105,/home/user105/secure/ghofvkuu.jpg,execute,4942.67,0.43,user,23.89.10.55,0
2025-04-10 05:45:23,user777,/home/user777/documents/xvpgzhbb.exe,open,3530.41,4.58,user,10.0.0.2,0
2025-04-25 08:23:23,user777,/home/user777/downloads/uyghorjv.sh,close,8360.3,1.07,user,192.168.1.101,0
2025-03-31 15:02:23,user777,/home/user777/desktop/pfjfnpdq.exe,close,5472.52,2.77,admin,45.67.23.12,0
2025-03-30 23:48:23,user777,/home/user777/downloads/pmkxmqii.docx,overwrite,2191.93,0.9,admin,172.16.0.3,1
2025-03-30 20:21:23,user023,/home/user023/desktop/fqftregi.jpg,open,4245.06,4.15,guest,198.51.100.1,0
2025-04-17 10:41:23,user105,/home/user105/documents/cqgtzdxx.png,execute,6236.62,2.95,user,198.51.100.1,0
2025-04-19 16:01:23,guest998,/home/guest998/downloads/mtanulqy.docx,overwrite,8042.59,3.48,guest,203.0.113.5,1
2025-04-19 09:24:23,user777,/home/user777/secure/igtpsyrv.pdf,read,6829.32,4.08,guest,172.16.0.3,0
2025-04-04 14:39:23,user105,/home/user105/downloads/ipibyciy.docx,open,2672.77,4.01,guest,198.51.100.1,0
2025-04-13 22:25:23,admin001,/home/admin001/downloads/hbaykaql.jpg,exfiltrate,4552.56,1.16,admin,198.51.100.1,1
2025-04-09 14:03:23,admin001,/home/admin001/documents/aijwsahi.bat,overwrite,4856.08,1.26,admin,23.89.10.55,1
2025-04-19 15:40:23,admin001,/home/admin001/secure/kqlakcsy.bat,close,5055.84,1.5,guest,10.0.0.2,0
2025-04-09 19:14:23,admin001,/home/admin001/documents/utobaxjl.bat,delete,9730.83,1.19,admin,203.0.113.5,1
2025-04-21 06:59:23,user105,/home/user105/secure/dilcpawi.pdf,encrypt,4267.72,4.29,admin,192.168.1.101,1
2025-04-20 03:25:23,user023,/home/user023/secure/ucxwhkbm.pdf,open,6178.77,0.43,admin,172.16.0.3,0
2025-04-23 09:59:23,user105,/home/user105/shared/hnzkfcqm.exe,read,8729.16,0.53,guest,23.89.10.55,0
2025-04-30 04:37:23,user105,/home/user105/documents/tefzatcx.xls,ransom_access,6462.34,2.0,admin,45.67.23.12,1
2025-04-08 23:29:23,user777,/home/user777/shared/xslmdehr.xls,execute,5004.47,4.68,guest,45.67.23.12,0
2025-04-18 23:04:23,guest998,/home/guest998/documents/ytojubkm.txt,open,2876.85,4.57,admin,203.0.113.5,0
2025-04-12 00:19:23,user105,/home/user105/downloads/rghbfmir.xls,execute,8270.86,4.79,user,192.168.1.101,0
2025-04-29 21:39:23,guest998,/home/guest998/desktop/jmylugbi.bat,execute,1181.02,4.41,admin,172.16.0.3,0
2025-04-01 19:09:23,admin001,/home/admin001/desktop/uqdcbpdn.bat,delete,8523.0,3.59,guest,156.54.32.12,1
