timestamp,source_ip,destination_ip,protocol,bytes_sent,bytes_received,duration,destination_type,port,file_type,direction,is_malicious
2025-01-07 15:36:55,172.17.209.137,198.191.123.195,TCP,35143,277,124.59,external,3306,zip,upload,1
2025-04-18 20:38:18,47.199.183.60,12.61.247.139,UDP,62392,117,97.35,external,22,zip,upload,1
2025-01-22 02:28:05,172.17.77.58,153.10.65.36,TCP,360,685,9.43,internal,80,exe,upload,0
2025-01-30 05:29:37,25.247.238.115,24.88.155.114,UDP,3400,517,9.03,internal,22,docx,download,0
2025-01-30 12:06:16,172.22.235.28,10.243.223.213,UDP,4472,108,6.4,internal,22,exe,upload,0
2025-04-29 05:20:50,172.20.186.144,140.72.235.161,ICMP,14192,22,45.68,external,22,zip,upload,1
2025-01-18 16:58:05,180.72.245.226,77.68.81.207,UDP,37877,165,175.53,external,443,zip,upload,1
2025-01-22 15:07:29,192.168.67.199,10.207.159.99,ICMP,4269,260,7.09,internal,443,exe,download,0
2025-04-20 01:49:06,10.59.180.194,120.82.99.214,UDP,28541,407,112.88,external,22,zip,upload,1
2025-03-20 19:18:27,10.30.171.110,3.249.65.217,ICMP,34502,483,60.93,external,25,zip,upload,1
2025-02-24 16:18:03,172.17.0.122,83.25.131.49,ICMP,2442,2321,1.24,internal,3306,xlsx,download,0
2025-01-13 23:45:18,199.70.176.216,186.81.181.88,ICMP,4555,1791,1.22,internal,22,exe,upload,0
2025-03-18 21:56:14,192.168.231.190,192.168.97.106,ICMP,885,366,9.31,internal,3306,pdf,upload,0
2025-04-13 05:42:28,10.42.215.147,45.172.100.186,ICMP,69306,300,53.61,external,8080,zip,upload,1
2025-03-16 00:40:35,50.237.131.98,10.232.12.139,ICMP,1181,1135,5.83,internal,3306,csv,upload,0
2025-01-19 10:45:05,184.190.244.45,172.31.209.236,ICMP,1943,1748,1.46,internal,21,csv,download,0
2025-04-19 09:47:53,172.26.196.34,10.220.68.114,ICMP,2323,2505,9.89,internal,80,xlsx,upload,0
2025-01-06 10:13:47,192.168.58.41,173.189.154.1,TCP,48168,195,155.8,external,8080,zip,upload,1
2025-02-05 14:40:20,97.102.20.121,10.11.37.181,ICMP,2663,670,1.98,internal,443,xlsx,upload,0
2025-04-06 19:22:55,10.191.17.158,10.151.102.6,TCP,2944,325,2.64,internal,22,docx,download,0
2025-03-24 05:21:48,217.212.108.76,220.151.58.10,UDP,93047,284,151.12,external,443,zip,upload,1
2025-04-30 21:15:11,112.82.208.113,192.168.82.159,ICMP,1495,937,7.53,internal,21,zip,upload,0
2025-04-17 14:35:07,172.28.176.192,36.93.91.68,UDP,39889,424,79.75,external,8080,zip,upload,1
2025-01-12 18:25:24,192.168.90.219,83.174.94.158,ICMP,1443,580,1.27,internal,443,csv,upload,0
2025-04-25 09:34:45,192.168.195.141,172.31.202.190,ICMP,4518,2017,3.23,internal,8080,xlsx,download,0
2025-01-11 11:45:03,10.103.168.145,172.23.115.3,ICMP,4236,2245,4.32,internal,3306,pdf,upload,0
2025-03-09 11:08:58,41.5.21.177,9.39.1.1,TCP,91629,196,79.4,external,21,zip,upload,1
2025-04-24 13:23:00,192.168.215.17,107.108.114.69,UDP,99961,475,92.5,external,22,zip,upload,1
2025-04-20 22:49:50,140.147.117.223,192.168.104.152,TCP,2928,791,4.55,internal,25,exe,download,0
2025-03-22 14:33:22,172.17.76.99,188.185.52.105,ICMP,42329,335,119.2,external,8080,zip,upload,1
2025-03-11 10:20:29,172.24.205.146,159.227.224.201,TCP,47952,400,136.73,external,443,zip,upload,1
2025-02-01 10:21:25,10.25.41.207,5.94.55.247,ICMP,41682,439,157.92,external,21,zip,upload,1
2025-02-17 23:46:13,31.186.102.12,172.26.2.184,ICMP,3044,1706,7.89,internal,80,csv,download,0
2025-03-11 01:04:29,192.168.72.26,139.93.91.60,UDP,15613,117,124.05,external,80,zip,upload,1
2025-04-08 11:29:09,172.18.29.205,177.77.143.61,TCP,47661,191,119.5,external,443,zip,upload,1
2025-04-01 03:33:43,7.104.71.158,192.168.117.133,UDP,4727,1840,9.67,internal,80,xlsx,upload,0
2025-01-05 08:57:27,172.18.66.232,61.252.143.122,ICMP,95290,249,96.41,external,3306,zip,upload,1
2025-04-17 01:30:57,68.227.130.54,71.75.169.165,ICMP,86916,206,65.23,external,25,zip,upload,1
2025-02-02 23:27:19,192.168.189.156,13.80.239.105,TCP,35797,110,113.95,external,3306,zip,upload,1
2025-02-17 23:45:41,192.168.97.202,198.144.163.1,ICMP,64898,499,89.74,external,22,zip,upload,1
2025-03-04 04:22:09,10.195.119.195,169.88.232.57,TCP,63122,338,64.16,external,8080,zip,upload,1
2025-02-23 02:44:43,192.168.33.85,10.185.157.249,UDP,4028,1796,4.95,internal,21,docx,upload,0
2025-04-28 02:10:16,96.30.227.195,192.168.62.154,ICMP,1089,1949,3.34,internal,3306,pdf,download,0
2025-02-21 22:25:06,192.168.30.59,172.25.237.185,UDP,2464,1360,9.42,internal,8080,xlsx,upload,0
2025-02-08 06:52:13,10.100.115.213,195.77.79.74,TCP,42128,385,165.88,external,22,zip,upload,1
2025-04-27 20:48:10,67.208.240.54,208.82.18.106,ICMP,2618,1643,3.41,internal,25,exe,upload,0
2025-01-02 15:36:56,78.57.226.198,172.22.180.118,TCP,1510,1890,6.41,internal,22,pdf,upload,0
2025-01-13 20:00:28,10.203.16.97,37.173.74.101,UDP,95714,26,156.91,external,80,zip,upload,1
2025-04-13 05:37:07,192.168.186.235,28.69.238.73,UDP,82394,100,76.71,external,8080,zip,upload,1
2025-01-12 05:20:22,10.63.20.100,192.168.143.75,UDP,3238,1494,2.76,internal,3306,xlsx,upload,0
2025-01-06 05:15:17,172.27.128.106,192.168.240.207,ICMP,4235,229,8.88,internal,8080,xlsx,upload,0
2025-02-25 05:11:20,10.34.24.240,172.16.65.221,TCP,4670,1124,3.83,internal,3306,xlsx,upload,0
2025-02-02 01:26:11,10.113.248.227,54.180.27.32,TCP,3522,1149,2.88,internal,25,zip,upload,0
2025-03-18 13:33:49,10.209.133.255,59.171.212.166,UDP,62340,419,77.83,external,80,zip,upload,1
2025-04-28 15:20:28,10.138.53.255,192.168.3.65,ICMP,3761,827,8.27,internal,22,exe,upload,0
2025-01-01 10:45:26,171.252.163.222,205.182.221.70,UDP,11194,68,107.73,external,3306,zip,upload,1
2025-01-16 06:54:17,192.168.54.134,147.253.24.177,TCP,945,369,4.63,internal,443,pdf,download,0
2025-04-06 12:00:16,172.22.130.213,74.171.250.57,ICMP,2704,1186,3.62,internal,443,zip,upload,0
2025-03-20 12:00:16,4.213.176.49,10.73.248.38,TCP,2613,1263,7.15,internal,3306,pdf,download,0
2025-04-23 15:51:11,22.35.95.195,192.168.27.40,TCP,2530,1877,9.44,internal,25,docx,download,0
2025-04-24 04:51:40,134.27.248.193,58.28.211.58,TCP,94573,301,87.22,external,3306,zip,upload,1
2025-04-30 07:18:04,122.6.133.64,51.241.226.172,UDP,92561,394,155.43,external,22,zip,upload,1
2025-03-21 03:29:46,149.232.173.148,10.215.248.90,TCP,4579,1619,1.43,internal,8080,pdf,upload,0
2025-02-25 02:37:54,35.37.224.216,192.168.53.253,TCP,4051,1639,4.18,internal,25,csv,download,0
2025-04-10 07:45:56,77.92.31.179,10.252.97.116,ICMP,4921,2539,6.67,internal,25,pdf,upload,0
2025-02-24 06:49:14,172.31.122.67,138.178.223.127,ICMP,38469,275,146.92,external,3306,zip,upload,1
2025-02-26 20:56:13,158.107.10.234,192.168.189.220,ICMP,3768,1170,2.49,internal,25,pdf,download,0
2025-01-07 20:34:23,192.168.72.231,192.168.133.147,ICMP,1791,2785,5.43,internal,21,csv,download,0
2025-02-13 09:02:15,10.55.141.206,139.82.83.60,TCP,4327,1131,7.66,internal,25,exe,download,0
2025-04-26 23:17:12,172.26.178.95,10.113.71.252,ICMP,1891,1879,6.32,internal,80,zip,upload,0
2025-01-08 11:29:38,10.11.157.38,203.207.31.142,UDP,63566,204,167.5,external,80,zip,upload,1
2025-03-09 15:47:03,5.244.55.84,131.8.60.205,UDP,1582,1490,2.03,internal,25,xlsx,download,0
2025-03-07 19:02:08,10.167.145.123,42.82.175.97,TCP,60094,180,74.32,external,22,zip,upload,1
2025-01-05 00:46:46,192.168.40.102,30.213.96.154,TCP,3535,1951,5.03,internal,80,exe,download,0
2025-01-01 09:00:14,192.168.232.45,199.45.98.139,UDP,81719,373,170.91,external,25,zip,upload,1
2025-01-21 04:29:54,10.32.207.248,196.209.32.117,UDP,65257,318,73.36,external,3306,zip,upload,1
2025-03-10 22:37:30,192.168.181.185,65.130.239.0,ICMP,95066,395,155.18,external,25,zip,upload,1
2025-02-11 08:51:55,10.219.28.198,172.18.188.105,UDP,2640,685,0.89,internal,25,zip,upload,0
2025-03-23 00:41:30,10.164.54.23,140.85.38.144,ICMP,81018,144,78.14,external,443,zip,upload,1
2025-02-02 21:09:12,10.76.169.185,26.219.170.244,UDP,39738,267,60.32,external,8080,zip,upload,1
2025-04-22 05:20:49,107.178.39.108,197.72.39.83,TCP,29010,35,29.58,external,8080,zip,upload,1
2025-01-18 14:52:22,72.196.112.244,49.242.78.4,TCP,42717,274,46.63,external,80,zip,upload,1
2025-02-04 18:47:38,192.168.213.19,83.80.180.68,ICMP,92782,265,172.31,external,22,zip,upload,1
2025-02-03 06:31:06,192.168.188.22,211.78.85.65,UDP,66633,29,77.66,external,25,zip,upload,1
2025-04-30 05:52:27,10.52.220.244,192.168.189.178,UDP,578,696,8.09,internal,80,docx,download,0
2025-04-29 14:55:57,10.70.75.247,219.8.137.39,ICMP,1344,287,6.88,internal,22,xlsx,download,0
2025-03-07 23:26:51,69.136.228.74,172.23.245.52,ICMP,2615,2082,4.96,internal,25,docx,download,0
2025-03-11 19:54:25,10.138.108.114,221.233.95.90,TCP,1342,912,1.1,internal,3306,xlsx,download,0
2025-04-28 20:53:02,192.168.99.248,217.4.87.124,TCP,39270,306,119.49,external,443,zip,upload,1
2025-04-25 08:30:56,10.131.11.229,164.143.87.73,TCP,802,1991,0.86,internal,21,xlsx,upload,0
2025-03-07 00:04:57,192.168.206.100,152.205.208.7,ICMP,59350,330,157.61,external,21,zip,upload,1
2025-01-22 01:30:01,10.149.237.223,196.219.184.66,UDP,414,2398,3.74,internal,80,exe,download,0
2025-01-07 12:06:01,172.19.230.92,192.168.33.14,TCP,1648,356,9.9,internal,25,zip,download,0
2025-03-16 06:58:20,200.54.245.223,172.22.232.178,UDP,3466,1230,7.03,internal,22,pdf,upload,0
2025-02-14 15:06:03,10.7.197.45,212.100.147.24,TCP,4867,1483,4.44,internal,25,pdf,download,0
2025-03-04 13:01:49,192.168.65.101,116.190.20.144,UDP,62554,318,146.62,external,25,zip,upload,1
2025-03-16 01:10:35,4.203.236.139,192.168.215.82,TCP,1977,881,8.37,internal,25,xlsx,upload,0
2025-03-05 15:46:04,113.195.157.25,172.29.238.56,ICMP,117,346,2.39,internal,8080,xlsx,upload,0
2025-02-09 13:25:07,192.168.119.61,145.100.188.157,ICMP,22724,18,45.27,external,443,zip,upload,1
2025-01-16 07:59:24,192.168.237.125,10.172.72.174,ICMP,925,2777,1.81,internal,21,pdf,download,0
2025-01-11 01:10:47,172.24.252.66,202.158.83.169,ICMP,93057,406,70.72,external,25,zip,upload,1
2025-03-21 20:21:56,192.168.155.200,192.168.58.152,TCP,3030,1970,4.59,internal,443,pdf,upload,0
2025-03-11 21:18:35,167.195.184.46,10.128.238.49,UDP,2148,633,1.36,internal,21,zip,download,0
2025-03-24 18:53:14,192.168.16.34,166.178.69.117,ICMP,78332,124,73.45,external,443,zip,upload,1
2025-01-07 14:23:18,109.19.31.215,39.227.8.83,TCP,2221,315,7.21,internal,3306,pdf,download,0
2025-02-22 03:20:36,192.168.213.149,28.186.118.175,ICMP,71358,335,126.94,external,8080,zip,upload,1
2025-03-21 12:21:59,10.82.29.208,200.80.55.82,UDP,14852,453,169.88,external,22,zip,upload,1
2025-03-31 09:25:31,146.37.244.56,10.28.125.2,ICMP,4270,2569,8.85,internal,8080,csv,download,0
2025-04-09 03:29:54,192.168.227.203,3.12.254.121,UDP,501,499,6.51,internal,21,pdf,download,0
2025-04-12 14:22:12,125.162.253.122,171.143.147.205,ICMP,20427,420,161.21,external,21,zip,upload,1
2025-02-20 09:55:39,192.168.225.218,31.43.208.239,UDP,77970,369,79.82,external,25,zip,upload,1
2025-01-06 16:37:40,172.31.144.145,66.75.145.61,TCP,11459,103,153.33,external,8080,zip,upload,1
2025-01-30 08:39:43,172.31.198.217,192.168.129.166,UDP,4352,1138,1.15,internal,3306,csv,download,0
2025-04-24 06:57:09,192.168.50.118,172.26.167.207,TCP,225,2755,8.87,internal,22,csv,download,0
2025-04-18 01:00:37,192.168.107.221,35.193.147.166,UDP,94484,331,35.95,external,8080,zip,upload,1
2025-04-04 15:05:54,142.63.154.171,134.155.162.11,UDP,84615,74,155.47,external,25,zip,upload,1
2025-03-24 12:56:07,10.106.244.186,208.141.33.188,UDP,91964,257,85.84,external,25,zip,upload,1
2025-01-22 13:35:38,172.28.57.239,197.211.89.114,UDP,639,586,7.32,internal,80,zip,download,0
2025-02-01 02:28:09,172.23.248.138,21.217.182.34,TCP,45382,17,111.78,external,8080,zip,upload,1
2025-04-25 08:25:19,202.10.238.204,27.119.126.243,ICMP,97529,179,130.8,external,25,zip,upload,1
2025-03-31 16:06:31,192.168.94.139,176.122.84.44,UDP,81777,208,101.59,external,8080,zip,upload,1
2025-03-04 01:34:52,57.7.15.138,10.8.222.106,ICMP,2439,263,1.67,internal,8080,zip,download,0
2025-01-01 18:33:53,10.83.95.97,172.21.149.83,ICMP,809,2530,4.51,internal,22,docx,upload,0
2025-02-09 02:14:19,20.114.48.162,192.168.255.11,TCP,1334,2415,7.04,internal,8080,csv,upload,0
2025-02-01 23:52:51,36.55.36.24,35.76.130.155,UDP,15696,86,26.73,external,8080,zip,upload,1
2025-03-14 06:33:59,192.168.86.117,81.26.56.72,UDP,35177,151,132.48,external,8080,zip,upload,1
2025-03-03 08:57:21,10.231.146.148,182.171.35.235,TCP,98482,171,94.45,external,443,zip,upload,1
2025-01-02 07:29:46,10.124.74.118,172.30.163.38,UDP,715,783,1.5,internal,25,pdf,upload,0
2025-02-04 20:12:24,172.29.158.95,33.168.246.246,UDP,2440,565,9.84,internal,3306,xlsx,download,0
2025-03-15 04:10:02,192.168.210.12,150.162.129.230,ICMP,3262,1111,1.24,internal,25,pdf,upload,0
2025-04-20 14:12:29,26.142.45.44,192.168.78.113,TCP,2799,552,8.86,internal,443,zip,download,0
2025-03-07 04:35:07,172.26.201.24,10.204.118.167,UDP,4727,2256,5.85,internal,3306,csv,upload,0
2025-02-08 01:20:42,132.137.186.118,192.168.2.239,TCP,3380,1502,7.36,internal,443,zip,upload,0
2025-02-19 14:25:03,172.26.180.65,20.179.156.133,UDP,46595,316,79.57,external,21,zip,upload,1
2025-01-03 01:56:28,47.75.168.197,76.123.36.106,UDP,45321,79,76.68,external,3306,zip,upload,1
2025-01-27 03:38:09,172.18.222.226,53.253.230.51,ICMP,31322,109,160.85,external,443,zip,upload,1
2025-04-29 05:35:26,192.168.225.210,60.181.183.172,TCP,782,2987,3.03,internal,25,exe,upload,0
2025-03-08 15:29:07,172.29.116.120,52.2.105.94,UDP,2555,2068,3.33,internal,8080,exe,download,0
2025-02-04 19:55:23,192.168.209.255,73.64.175.54,TCP,4763,2222,0.79,internal,443,docx,download,0
2025-02-04 01:18:56,172.26.118.193,175.71.255.160,ICMP,96176,46,119.09,external,3306,zip,upload,1
2025-04-15 00:34:16,193.206.172.59,197.193.209.208,TCP,33002,385,41.2,external,80,zip,upload,1
2025-03-09 19:13:14,10.184.228.53,172.23.13.132,UDP,890,782,5.14,internal,80,csv,download,0
2025-02-11 04:27:02,63.154.73.187,182.207.22.47,UDP,22480,410,91.66,external,21,zip,upload,1
2025-03-07 16:05:37,192.168.186.198,137.74.71.31,UDP,93972,482,73.13,external,80,zip,upload,1
2025-02-16 22:35:42,59.173.119.54,10.27.197.61,UDP,3727,891,7.96,internal,8080,pdf,upload,0
2025-04-21 07:34:25,172.22.20.1,137.148.32.127,UDP,59130,45,86.36,external,22,zip,upload,1
2025-04-07 22:03:18,172.19.196.247,103.33.49.109,TCP,76297,167,75.66,external,21,zip,upload,1
2025-03-07 07:05:30,69.133.70.221,192.168.238.136,ICMP,1244,1961,2.05,internal,443,pdf,upload,0
2025-03-19 15:49:44,192.168.147.110,192.168.73.128,UDP,266,1530,7.21,internal,80,xlsx,upload,0
2025-04-06 17:16:27,192.168.231.49,192.168.216.146,ICMP,417,2399,8.81,internal,3306,zip,download,0
2025-02-11 12:41:45,10.37.47.102,10.91.35.93,TCP,4310,967,7.72,internal,80,xlsx,download,0
2025-02-22 00:24:26,172.18.65.54,10.255.67.81,UDP,716,333,3.58,internal,80,pdf,upload,0
2025-02-16 05:44:06,10.236.48.110,90.190.205.3,TCP,2597,1062,6.85,internal,8080,pdf,download,0
2025-02-07 23:32:22,172.22.192.43,172.22.157.240,ICMP,1516,2657,8.15,internal,21,pdf,upload,0
2025-01-29 01:38:06,128.140.99.98,33.50.166.128,TCP,45606,492,127.88,external,443,zip,upload,1
2025-02-21 09:32:15,192.168.38.47,91.129.172.245,TCP,21127,393,46.44,external,25,zip,upload,1
2025-03-19 06:28:00,172.22.216.188,1.74.231.251,TCP,72277,306,174.71,external,22,zip,upload,1
2025-04-12 10:12:37,172.28.7.150,24.57.20.40,TCP,76232,390,77.59,external,443,zip,upload,1
2025-01-06 08:23:27,192.168.161.162,192.168.36.240,TCP,4126,335,3.79,internal,443,docx,upload,0
2025-02-16 18:36:41,192.168.8.98,143.89.202.125,TCP,67877,455,143.89,external,22,zip,upload,1
2025-04-24 17:45:29,64.155.150.73,159.199.42.245,UDP,1513,168,8.78,internal,25,pdf,upload,0
2025-03-02 20:52:41,53.197.179.255,172.27.223.105,UDP,3015,2739,3.21,internal,21,pdf,upload,0
2025-02-09 10:04:58,192.168.24.124,207.219.197.12,TCP,43554,72,82.67,external,25,zip,upload,1
2025-03-03 22:47:30,221.224.34.77,10.233.93.85,TCP,834,2822,4.76,internal,22,exe,download,0
2025-01-29 18:21:55,172.21.155.36,172.27.174.219,UDP,4094,990,1.33,internal,443,pdf,upload,0
2025-01-07 14:46:19,10.246.24.158,172.24.32.5,ICMP,1298,2187,2.3,internal,22,csv,upload,0
2025-04-05 07:01:59,172.18.221.33,10.45.165.16,TCP,1139,1484,4.67,internal,3306,docx,download,0
2025-03-05 00:59:39,10.188.138.242,192.168.184.80,TCP,4149,2003,1.5,internal,22,exe,upload,0
2025-01-05 01:24:32,10.104.64.130,63.28.70.176,UDP,82771,494,176.59,external,8080,zip,upload,1
2025-03-13 00:35:12,172.17.239.176,10.252.69.64,ICMP,1973,2298,2.8,internal,443,csv,download,0
2025-03-12 01:25:50,172.19.17.186,47.199.110.102,ICMP,4976,2727,9.89,internal,8080,csv,download,0
2025-01-10 05:37:06,10.223.161.104,169.102.215.115,TCP,58911,277,77.23,external,22,zip,upload,1
2025-02-08 19:59:47,10.129.1.157,24.87.181.238,TCP,73584,320,177.99,external,3306,zip,upload,1
2025-02-24 10:08:39,192.168.229.132,192.168.192.81,ICMP,3987,416,3.06,internal,25,xlsx,upload,0
2025-04-25 05:14:57,143.13.98.122,79.138.171.208,TCP,906,2835,9.93,internal,3306,zip,download,0
2025-04-03 21:37:17,192.168.227.101,172.16.61.88,UDP,423,985,5.78,internal,25,zip,download,0
2025-01-07 03:03:51,200.83.172.137,192.168.26.36,UDP,1881,431,9.04,internal,80,pdf,upload,0
2025-04-03 10:24:01,217.97.24.148,10.244.36.193,TCP,2119,323,2.73,internal,21,docx,upload,0
2025-04-21 06:00:05,172.29.103.249,163.156.24.241,TCP,30324,351,109.8,external,8080,zip,upload,1
2025-04-24 23:08:03,172.20.66.56,172.17.214.164,TCP,208,864,5.84,internal,443,pdf,upload,0
2025-03-22 18:07:12,10.233.89.171,161.31.237.19,UDP,1920,1875,9.86,internal,8080,xlsx,download,0
2025-03-27 01:45:13,10.205.120.34,1.41.210.26,TCP,30736,275,167.13,external,21,zip,upload,1
2025-02-24 05:00:38,10.25.116.140,51.94.89.137,UDP,4873,235,8.56,internal,21,exe,upload,0
2025-04-13 04:52:34,172.19.240.2,192.168.32.25,ICMP,3079,1974,6.36,internal,22,pdf,upload,0
2025-02-02 23:52:58,172.21.80.43,172.29.151.77,ICMP,3468,2513,9.24,internal,80,zip,download,0
2025-01-12 15:04:42,141.3.121.27,31.124.244.48,UDP,39511,63,37.33,external,80,zip,upload,1
2025-01-28 08:14:18,10.52.23.23,98.95.207.177,ICMP,30855,487,28.36,external,443,zip,upload,1
2025-03-29 08:35:11,172.16.156.181,10.182.18.169,UDP,3737,329,0.6,internal,443,zip,upload,0
2025-02-17 15:04:04,10.41.110.205,172.18.205.84,ICMP,3332,1978,5.39,internal,22,xlsx,upload,0
2025-04-28 21:56:27,110.111.242.30,172.28.129.76,TCP,1352,2271,4.48,internal,25,xlsx,download,0
2025-01-25 03:46:55,126.43.104.81,10.21.75.24,TCP,158,1674,4.88,internal,8080,pdf,download,0
2025-01-19 23:44:20,10.244.133.36,192.168.159.175,UDP,2754,2254,7.49,internal,3306,xlsx,upload,0
2025-03-30 11:12:29,65.104.203.92,192.168.243.106,TCP,2254,1044,1.93,internal,80,zip,upload,0
2025-04-14 23:35:58,46.174.7.167,193.237.195.119,TCP,65861,356,130.15,external,80,zip,upload,1
2025-01-16 21:31:32,10.212.248.7,89.70.242.245,TCP,85356,284,105.94,external,21,zip,upload,1
2025-03-04 07:18:00,192.168.190.225,130.55.75.235,ICMP,1107,2230,2.98,internal,22,zip,upload,0
2025-03-02 22:15:34,172.23.3.136,157.195.61.116,TCP,40519,455,140.21,external,22,zip,upload,1
2025-03-03 02:38:39,172.21.35.63,14.161.74.121,UDP,26256,75,26.71,external,80,zip,upload,1
2025-01-15 04:18:17,172.18.198.181,67.154.153.79,TCP,4055,796,1.58,internal,22,pdf,download,0
2025-02-20 04:14:55,192.168.232.160,41.74.246.36,TCP,25987,467,150.11,external,80,zip,upload,1
2025-01-05 17:10:23,172.24.86.71,26.187.74.170,ICMP,31637,357,65.93,external,22,zip,upload,1
2025-02-14 22:23:21,172.22.190.133,199.172.235.101,ICMP,17808,260,93.62,external,22,zip,upload,1
2025-01-10 09:33:49,10.0.114.187,10.206.95.240,ICMP,4099,872,0.67,internal,8080,docx,upload,0
2025-02-07 10:09:55,192.168.105.89,192.168.161.105,UDP,1252,2214,0.64,internal,21,exe,download,0
2025-02-11 20:42:01,15.72.159.35,172.19.5.168,ICMP,2807,2445,5.75,internal,443,docx,download,0
2025-04-09 18:22:26,192.35.84.21,178.20.107.33,TCP,2349,2360,5.38,internal,25,pdf,download,0
2025-02-26 13:49:33,172.22.42.147,23.1.68.176,UDP,63213,416,83.57,external,8080,zip,upload,1
2025-03-08 04:28:07,164.31.31.169,83.95.249.144,TCP,3022,2414,4.34,internal,21,exe,download,0
2025-01-21 10:53:33,222.45.207.30,172.29.62.90,UDP,2326,1705,3.39,internal,80,pdf,upload,0
2025-02-18 13:55:00,10.231.175.149,170.22.44.18,TCP,99689,47,116.53,external,3306,zip,upload,1
2025-02-13 09:47:56,192.168.199.141,192.168.56.62,UDP,4741,1749,1.95,internal,25,zip,download,0
2025-03-19 23:10:55,207.72.186.178,1.213.214.238,UDP,58449,71,123.23,external,25,zip,upload,1
2025-01-03 16:42:42,10.234.197.204,90.181.252.71,TCP,176,2917,5.67,internal,80,docx,upload,0
2025-03-19 18:18:58,192.168.65.119,145.70.211.149,TCP,77573,388,170.46,external,25,zip,upload,1
2025-04-06 03:03:54,192.168.152.106,192.168.34.126,UDP,551,2973,9.45,internal,8080,docx,download,0
2025-01-10 13:50:14,10.187.32.207,56.232.251.124,TCP,2480,2731,6.93,internal,22,docx,upload,0
2025-04-27 12:09:00,192.168.58.84,192.168.169.110,TCP,999,1839,6.35,internal,21,pdf,upload,0
