device_id,device_type,file_accessed,action,port_used,manufacturer_id,access_duration_sec,file_size_kb,os_alert_flag,is_encrypted,is_malicious
40df15af,mass_storage,mp3,read,hub_usb,VID_EF01,0.86,2378,0,0,0
28f6f6bf,mass_storage,docx,encrypt,type_c_port,VID_4321,0.04,4304,0,0,0
edc7a8e8,unknown_device,py,auto_run,hub_usb,VID_EF01,1.27,32448,1,0,1
78142557,charging_only,dll,scan,hub_usb,VID_EF01,1.72,1448,0,0,0
2d25162b,keyboard_emulator,jpg,scan,type_c_port,VID_EF01,2.37,149,0,0,0
37877769,network_adapter,pdf,write,back_usb,VID_FAKE,8.87,619,1,0,1
c137b81c,network_adapter,pdf,encrypt,hub_usb,VID_4321,3.59,2570,0,0,0
c98020c8,charging_only,dll,write,front_usb,VID_FAKE,0.98,2769,0,0,0
02a779b5,unknown_device,dll,write,back_usb,VID_1234,7.26,48138,1,0,1
2464d162,charging_only,bat,scan,hub_usb,VID_ABCD,0.49,3152,0,0,0
4d9b9806,unknown_device,sh,encrypt,type_c_port,VID_EF01,0.4,4652,0,0,0
dafb4984,keyboard_emulator,docx,auto_run,hub_usb,VID_FAKE,1.81,522,0,0,0
29889048,charging_only,exe,auto_run,type_c_port,VID_4321,0.39,1855,0,0,0
eb2694fc,network_adapter,zip,write,front_usb,VID_FAKE,0.11,210,0,0,0
a2a5038d,unknown_device,docx,scan,back_usb,VID_EF01,1.02,3932,0,0,0
1143062a,mass_storage,bat,encrypt,back_usb,VID_4321,0.14,16528,0,0,1
e4732554,charging_only,docx,execute,front_usb,VID_1234,15.08,22389,1,1,1
677249f0,network_adapter,sh,write,front_usb,VID_4321,2.69,2035,0,0,0
f47bee25,keyboard_emulator,zip,encrypt,back_usb,VID_FAKE,3.2,5235,1,1,1
06877dd0,keyboard_emulator,docx,encrypt,front_usb,VID_EF01,0.97,2601,0,0,0
7511f831,keyboard_emulator,dll,write,front_usb,VID_1234,0.47,2346,0,0,0
a30fa9b6,mass_storage,docx,read,back_usb,VID_4321,2.01,4688,0,0,0
5314c6ac,mass_storage,sh,auto_run,hub_usb,VID_1234,0.9,3089,0,0,0
30246462,network_adapter,docx,read,type_c_port,VID_4321,0.34,2529,0,0,0
3c04d1e8,unknown_device,docx,write,front_usb,VID_EF01,3.1,2851,0,0,0
07d816bc,network_adapter,dll,execute,type_c_port,VID_1234,0.62,2829,0,0,0
ef01ff6e,charging_only,exe,encrypt,back_usb,VID_FAKE,12.66,19760,1,0,1
08e7e344,charging_only,zip,write,type_c_port,VID_EF01,2.45,3126,0,0,0
f5f68c0d,mass_storage,dll,execute,back_usb,VID_1234,9.84,16676,1,0,1
71165365,unknown_device,exe,auto_run,hub_usb,VID_1234,10.46,41589,1,0,1
a3d8ea9c,network_adapter,docx,auto_run,hub_usb,VID_FAKE,2.81,39600,1,1,1
5ed1a1c8,unknown_device,pdf,encrypt,front_usb,VID_EF01,1.68,10607,1,0,1
165eb16a,mass_storage,dll,scan,front_usb,VID_1234,1.92,28724,1,1,1
e2f544aa,keyboard_emulator,exe,auto_run,type_c_port,VID_1234,1.48,20217,1,1,1
758d30e5,charging_only,exe,scan,back_usb,VID_FAKE,2.69,1687,0,0,0
7051359a,keyboard_emulator,bat,read,front_usb,VID_ABCD,3.77,3485,0,0,0
30ecae93,network_adapter,zip,encrypt,front_usb,VID_ABCD,2.38,3696,1,0,0
5d294091,network_adapter,py,encrypt,front_usb,VID_ABCD,2.6,44226,1,0,1
fc10b200,unknown_device,py,encrypt,type_c_port,VID_ABCD,2.34,28021,1,1,1
98fe8434,network_adapter,dll,write,hub_usb,VID_4321,17.97,46244,1,0,1
99ae2c8a,keyboard_emulator,jpg,read,front_usb,VID_1234,0.29,17837,1,0,1
44f14a58,keyboard_emulator,exe,auto_run,back_usb,VID_FAKE,0.18,3866,0,0,0
1da76927,network_adapter,jpg,encrypt,type_c_port,VID_FAKE,1.99,4011,0,0,0
435564ea,charging_only,mp3,execute,type_c_port,VID_ABCD,0.87,67,0,0,0
dbd9a49a,unknown_device,bat,read,front_usb,VID_FAKE,0.54,33088,1,0,1
b5c2466e,unknown_device,sh,encrypt,type_c_port,VID_4321,1.18,680,0,0,0
53014629,keyboard_emulator,docx,write,type_c_port,VID_1234,0.96,55,0,0,0
2b689858,unknown_device,exe,auto_run,front_usb,VID_EF01,2.16,4734,0,0,0
ad481287,charging_only,sh,read,hub_usb,VID_1234,1.12,870,0,0,0
7f40ca6c,mass_storage,zip,scan,type_c_port,VID_FAKE,0.8,1888,0,0,0
73f99d44,keyboard_emulator,docx,encrypt,front_usb,VID_EF01,2.27,468,0,0,0
e6208f17,keyboard_emulator,mp3,encrypt,front_usb,VID_EF01,2.57,17984,1,0,1
1d631066,network_adapter,mp3,encrypt,type_c_port,VID_1234,5.87,31415,1,0,1
807bac5a,unknown_device,sh,write,front_usb,VID_4321,3.28,3047,0,0,0
d9db5695,network_adapter,sh,write,hub_usb,VID_1234,4.61,617,0,0,0
b4557b13,keyboard_emulator,mp3,read,type_c_port,VID_EF01,1.69,11642,1,0,1
04231773,network_adapter,pdf,auto_run,back_usb,VID_4321,0.64,32924,1,1,1
c868c5f7,charging_only,py,scan,back_usb,VID_4321,6.38,20847,1,0,1
f35ec5d7,network_adapter,zip,auto_run,hub_usb,VID_4321,0.66,5923,0,1,1
e1dce65b,charging_only,zip,write,type_c_port,VID_4321,3.48,16212,1,0,1
272b9d28,charging_only,docx,read,back_usb,VID_4321,8.14,209,0,0,0
ee5f20f0,charging_only,bat,read,back_usb,VID_EF01,1.64,1729,0,0,0
b094e6ed,charging_only,mp3,encrypt,front_usb,VID_ABCD,0.71,3543,1,0,1
635b2af0,keyboard_emulator,dll,write,hub_usb,VID_ABCD,0.34,759,0,0,0
357eccb6,unknown_device,pdf,scan,type_c_port,VID_EF01,4.79,15346,1,0,1
616d910b,keyboard_emulator,mp3,read,front_usb,VID_1234,2.74,4845,0,0,0
212a1b02,charging_only,jpg,encrypt,hub_usb,VID_4321,0.18,2249,0,0,0
0388fd9f,keyboard_emulator,jpg,write,hub_usb,VID_EF01,2.31,836,0,0,0
4a1b3442,network_adapter,mp3,execute,back_usb,VID_FAKE,4.78,3722,0,0,0
84cb068f,network_adapter,zip,auto_run,front_usb,VID_ABCD,27.21,6786,1,0,1
85205882,charging_only,py,encrypt,type_c_port,VID_1234,11.45,44288,1,0,1
07f42449,keyboard_emulator,docx,scan,hub_usb,VID_4321,3.66,1485,0,0,0
caa94341,keyboard_emulator,py,execute,type_c_port,VID_4321,1.34,1351,0,0,0
56b42b8d,keyboard_emulator,dll,write,hub_usb,VID_ABCD,2.39,3823,0,0,0
33697fac,charging_only,bat,execute,type_c_port,VID_ABCD,10.83,49007,1,1,1
ac4ea4f7,keyboard_emulator,sh,auto_run,hub_usb,VID_4321,4.7,35715,1,0,1
deeacee0,charging_only,sh,scan,hub_usb,VID_FAKE,3.52,2097,0,0,0
df6a6629,keyboard_emulator,zip,write,hub_usb,VID_FAKE,2.79,4973,0,0,0
d5c841c8,keyboard_emulator,bat,read,back_usb,VID_ABCD,0.97,194,0,0,0
7dd9e152,charging_only,sh,scan,type_c_port,VID_ABCD,0.75,2782,0,0,0
9816e4ba,keyboard_emulator,zip,write,back_usb,VID_FAKE,1.44,1389,0,0,0
c22c700c,charging_only,exe,encrypt,back_usb,VID_EF01,0.18,4175,0,0,0
a69ca5a1,charging_only,jpg,encrypt,back_usb,VID_ABCD,0.8,4046,1,0,0
3c0be301,charging_only,sh,scan,front_usb,VID_EF01,11.93,21846,1,0,1
a6c22695,unknown_device,exe,execute,back_usb,VID_1234,0.94,3266,0,0,0
12a2053a,mass_storage,sh,encrypt,hub_usb,VID_ABCD,6.85,4422,0,0,0
27c97c49,charging_only,exe,auto_run,hub_usb,VID_4321,2.45,518,0,0,0
5b50a070,charging_only,mp3,encrypt,hub_usb,VID_4321,12.54,17593,1,0,1
0ea64aff,network_adapter,py,auto_run,back_usb,VID_EF01,0.99,4897,0,0,0
328dafc0,network_adapter,dll,encrypt,hub_usb,VID_FAKE,4.84,741,0,0,0
0ce23cec,mass_storage,py,read,back_usb,VID_1234,4.54,14663,1,1,1
77a3319c,unknown_device,jpg,auto_run,hub_usb,VID_1234,2.63,8797,0,0,1
8740d3c6,keyboard_emulator,exe,auto_run,front_usb,VID_1234,3.87,12628,1,0,1
7972130a,unknown_device,dll,scan,hub_usb,VID_FAKE,2.09,8904,1,0,1
79719769,network_adapter,docx,scan,hub_usb,VID_ABCD,0.03,914,0,0,0
b8be6d87,network_adapter,zip,write,hub_usb,VID_4321,6.28,28454,1,0,1
4dbeb4dd,charging_only,exe,auto_run,type_c_port,VID_4321,3.3,2503,0,0,0
b7faedc1,keyboard_emulator,bat,execute,front_usb,VID_EF01,1.11,4970,0,0,0
12202fe9,network_adapter,dll,auto_run,front_usb,VID_4321,2.17,4846,0,0,0
1eea61c5,mass_storage,dll,auto_run,back_usb,VID_4321,1.44,61,0,0,0
cbf6f28b,mass_storage,pdf,read,back_usb,VID_EF01,1.36,848,0,0,0
d2e7c3dc,charging_only,sh,auto_run,back_usb,VID_EF01,6.22,49211,1,0,1
9713339c,mass_storage,py,encrypt,front_usb,VID_FAKE,3.91,24419,1,0,1
12784d7b,unknown_device,py,execute,front_usb,VID_4321,0.99,510,0,0,0
cd657980,mass_storage,dll,scan,back_usb,VID_4321,9.98,41321,1,0,1
3ab6fd43,unknown_device,jpg,execute,hub_usb,VID_1234,5.47,39642,1,1,1
f2ea1776,charging_only,exe,encrypt,back_usb,VID_ABCD,5.76,3104,0,0,0
9efc2840,mass_storage,exe,auto_run,type_c_port,VID_EF01,0.7,19300,1,0,1
a365ec74,mass_storage,jpg,write,front_usb,VID_FAKE,0.73,37295,1,1,1
782c20e7,mass_storage,mp3,read,type_c_port,VID_1234,0.75,1249,0,0,0
12567ed6,charging_only,jpg,auto_run,type_c_port,VID_FAKE,0.35,2189,0,0,0
04ff9240,network_adapter,docx,encrypt,hub_usb,VID_EF01,7.02,1363,0,0,0
337257b7,mass_storage,dll,write,hub_usb,VID_4321,3.69,13060,1,1,1
2e881a73,network_adapter,sh,execute,hub_usb,VID_FAKE,6.46,420,0,0,0
154d6453,unknown_device,pdf,read,front_usb,VID_1234,0.01,4868,0,0,0
