timestamp,cpu_usage,memory_usage,network_connections,process_count,file_accessed,access_level,external_connection,executed_command,is_malicious
2025-05-02 08:00:00,28.14,17.1,3,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 06:00:00,9.48,37.73,7,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 08:00:00,24.68,13.24,1,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 09:00:00,25.41,23.81,5,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 06:00:00,21.5,21.95,5,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 11:00:00,21.04,21.99,9,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 07:00:00,26.93,17.84,10,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 07:00:00,19.91,20.37,6,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,7.89,36.99,4,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 12:00:00,5.04,37.77,9,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,6.75,29.93,6,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,22.99,19.01,5,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,22.43,26.63,4,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 08:00:00,20.39,19.03,9,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 10:00:00,10.25,33.57,10,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 13:00:00,16.05,16.41,8,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,17.89,28.99,6,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,10.62,15.97,1,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 13:00:00,20.28,33.05,8,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,22.96,21.52,7,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 06:00:00,27.32,35.81,2,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 08:00:00,25.1,30.88,8,1,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,27.94,13.64,3,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,19.89,38.5,8,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 12:00:00,25.76,26.44,3,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,23.79,35.2,5,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 09:00:00,11.86,12.32,5,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 11:00:00,12.99,26.2,3,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 12:00:00,22.35,31.19,2,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,18.57,22.47,4,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 15:00:00,28.65,10.59,10,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 06:00:00,28.57,18.96,7,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,25.0,36.93,8,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,17.14,21.67,7,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 08:00:00,29.52,26.02,7,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 06:00:00,7.1,22.86,8,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,14.48,16.35,6,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,23.8,34.96,5,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 06:00:00,23.73,11.56,6,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 06:00:00,23.86,38.49,4,1,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 08:00:00,10.96,24.21,2,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 13:00:00,22.49,33.01,3,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 07:00:00,24.44,14.91,5,1,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 06:00:00,28.22,27.27,7,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 07:00:00,19.8,34.92,4,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,25.14,33.89,10,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,15.71,21.12,9,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 12:00:00,25.56,13.17,6,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 12:00:00,9.4,25.65,5,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 13:00:00,16.62,34.77,10,3,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,25.77,12.6,8,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 15:00:00,20.26,21.37,1,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 08:00:00,17.19,20.64,5,3,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,22.53,18.29,1,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 07:00:00,11.03,22.19,9,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 13:00:00,16.2,10.52,5,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 09:00:00,12.66,27.45,8,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 11:00:00,15.64,32.38,6,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,12.67,16.92,4,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,28.77,30.7,4,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,23.11,39.3,9,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,25.82,18.89,6,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 06:00:00,22.7,13.8,1,1,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 10:00:00,22.44,13.79,8,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 15:00:00,12.11,24.36,6,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,28.53,24.33,2,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,19.43,30.59,3,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 10:00:00,7.13,17.45,9,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 15:00:00,24.77,16.77,9,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 13:00:00,12.43,27.66,7,3,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 15:00:00,6.51,38.8,2,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,21.51,14.71,3,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 08:00:00,5.07,23.52,10,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 06:00:00,10.79,31.21,8,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,24.7,28.75,4,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,10.62,14.47,5,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 06:00:00,9.15,19.23,10,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,16.72,19.12,7,3,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,17.34,12.41,1,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,11.26,12.74,10,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,19.41,32.89,3,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 13:00:00,27.9,15.44,10,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,16.75,22.25,6,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 11:00:00,15.29,24.86,7,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 13:00:00,7.2,17.57,2,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 06:00:00,21.44,26.28,7,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 14:00:00,14.04,32.69,8,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,18.73,37.83,8,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 06:00:00,29.33,28.27,4,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,5.34,22.24,4,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,21.19,14.62,5,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,25.87,39.41,4,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 08:00:00,14.59,37.66,9,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,24.32,35.63,6,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 06:00:00,12.07,18.96,10,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 08:00:00,16.16,24.53,6,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 12:00:00,16.38,19.65,4,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 12:00:00,10.84,33.27,1,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 12:00:00,14.65,29.91,3,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 08:00:00,17.56,27.71,2,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,27.76,10.46,3,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 07:00:00,16.74,39.08,6,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,26.29,35.57,9,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 13:00:00,26.81,11.08,2,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,23.67,23.02,2,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 08:00:00,22.35,37.1,1,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,13.96,22.92,4,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 15:00:00,22.05,15.4,3,1,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 12:00:00,20.49,17.22,10,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 13:00:00,20.95,23.79,1,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,8.95,23.25,6,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,22.26,23.71,5,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 13:00:00,7.67,21.44,6,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 10:00:00,5.55,34.9,7,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 15:00:00,26.63,33.35,1,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,24.39,16.9,6,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 15:00:00,11.27,32.67,3,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,24.72,11.0,6,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,13.17,22.47,4,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 11:00:00,18.27,37.4,3,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,23.66,20.16,2,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 08:00:00,23.85,16.77,7,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,24.77,10.42,9,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,21.82,30.17,10,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,21.87,24.14,10,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,10.53,11.9,8,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,8.49,38.39,5,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 07:00:00,10.87,26.13,7,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,15.48,32.27,3,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 13:00:00,20.39,38.17,5,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,16.08,38.52,6,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,27.54,29.34,1,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,29.21,38.47,8,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 15:00:00,29.28,11.52,6,2,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 15:00:00,10.13,34.89,9,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,25.33,16.99,3,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,26.46,14.34,3,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 08:00:00,7.75,35.99,3,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,19.72,10.47,5,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 12:00:00,18.15,32.37,8,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 14:00:00,19.84,23.56,4,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,12.54,29.3,1,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 12:00:00,15.66,13.24,8,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 11:00:00,20.21,11.97,5,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,22.8,21.43,10,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 13:00:00,17.64,22.91,2,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 12:00:00,16.29,16.85,6,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 12:00:00,23.24,19.38,6,3,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 08:00:00,22.17,24.23,2,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 12:00:00,7.41,32.16,3,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 15:00:00,28.92,26.85,2,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 12:00:00,26.7,31.63,5,5,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 11:00:00,7.59,25.22,3,4,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 07:00:00,13.75,26.69,2,3,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,25.18,35.35,10,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 06:00:00,20.22,29.73,5,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,22.57,19.27,6,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 08:00:00,26.75,26.99,7,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 06:00:00,7.29,25.91,7,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,8.94,19.35,6,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 07:00:00,27.08,14.67,10,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,16.08,22.72,10,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 10:00:00,10.39,25.37,6,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,21.96,27.79,9,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 09:00:00,14.88,27.98,1,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 09:00:00,24.18,32.92,5,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 06:00:00,17.43,22.92,3,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,17.51,35.0,6,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 06:00:00,15.91,23.79,2,3,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 12:00:00,19.33,31.28,7,3,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 12:00:00,5.52,19.74,10,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,15.92,13.18,7,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 14:00:00,6.97,36.12,6,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 08:00:00,6.91,29.0,9,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 11:00:00,13.78,38.75,3,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 08:00:00,11.4,15.2,3,1,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 13:00:00,16.6,26.91,10,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 15:00:00,13.08,39.13,6,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,16.72,28.94,5,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 11:00:00,17.68,19.31,8,1,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 11:00:00,25.79,12.3,2,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,14.61,27.41,1,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,13.04,24.27,3,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,25.27,35.12,2,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 06:00:00,11.19,23.13,8,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 15:00:00,8.97,21.19,5,4,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,21.97,11.57,6,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,18.95,21.6,5,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 11:00:00,7.04,29.91,6,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 08:00:00,19.88,38.14,5,5,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,25.33,30.1,9,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 14:00:00,14.05,20.88,3,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 13:00:00,9.8,40.0,3,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 07:00:00,17.69,26.19,9,1,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,8.28,21.3,3,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 08:00:00,23.03,11.31,6,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 15:00:00,12.12,32.46,8,2,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 09:00:00,12.74,34.26,8,2,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 15:00:00,29.61,23.85,5,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,15.47,14.86,4,5,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 10:00:00,6.3,24.42,6,5,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,26.28,18.55,3,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 14:00:00,8.68,23.12,4,4,D:/Backups/data.bak,user,0,explorer.exe,0
2025-05-02 06:00:00,15.37,21.89,6,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 07:00:00,14.37,10.85,2,3,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 08:00:00,5.96,37.52,8,2,/etc/passwd,user,0,explorer.exe,0
2025-05-02 13:00:00,20.38,37.18,1,3,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 08:00:00,18.72,31.82,9,4,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 10:00:00,10.94,13.66,4,4,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 13:00:00,6.57,35.1,8,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 06:00:00,20.8,27.25,3,3,/etc/passwd,user,0,explorer.exe,0
2025-05-02 06:00:00,20.37,17.22,7,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
2025-05-02 14:00:00,29.37,12.03,9,5,/usr/bin/bash,user,0,explorer.exe,0
2025-05-02 14:00:00,18.85,21.71,8,1,/etc/passwd,user,0,explorer.exe,0
2025-05-02 11:00:00,11.34,10.49,2,3,C:/Windows/System32/config.sys,user,0,explorer.exe,0
2025-05-02 07:00:00,24.29,32.06,6,2,C:/Users/user/docs/report.docx,user,0,explorer.exe,0
